id,route_name,first_ascent,description,location,protection,YDS,parent_sector,left_right_seq,mp_route_id,mp_sector_id,longitude,latitude
f10e5548-b03f-413e-9edd-285973f66ad7,Fox Trap,Marcus Floyd,,"To access Fox Trap hole, hike right from the slab wall area, the hike 3rd class up the next drainage until you are below the obvious large hole. Climb up and mantle into the hole or traverse left and climb up the left side. Use the mid-climb rap anchors.",Quick Draws and runners,5.9,South Area,19,112332045,112174705,-92.40041,38.83282
882bab7b-03b0-4a43-97f3-d5b31f6139a2,Drunk Dumb-Ass,Marcus Floyd,"Start on Slab Town, then continue right into the open dihedral. Shares rap anchors with Skunk Compass.","Start on Slab Town, then continue right into the open dihedral. Shares rap anchors with Skunk Compass.",Quikdraws,5.9+,South Area,13,112388919,112174705,-92.40041,38.83282
98da3616-47e1-441f-9813-c13ecb3745f9,Clip Art,Marcus Floyd,"Hike up the slope and start just right of Sunny Place, either traversing right past the first bolt, using pockets, or try the direct start which should be protected using a spotter or a stick clip. Direct start is a touch harder. Continue up right to the second face buldge. Easier climbing leads to a two bolt anchor just above the last ledge. The upper section of Slab Town will be just to your right.",Start just right of Sunny Place For Shady People. Rap anchors available below the roof above.,"Quickdraws, two bolt rap anchor",5.10a/b,South Area,9,112388817,112174705,-92.40041,38.83282
d0545b8c-0320-45ca-b8f2-ce44337e1047,Bolt It and They Will Come,Marcus Floyd,"Starting left of Slab Town, climbing the lower face below the lower short roof. At the roof, reach high to gain small hold to manage high feet and smears. Continue straight up to share rap anchors with Slab Town.","Start just right of Clip Art below the small roof. Rap off of Slab Town anchors above upper flake, below roof.",Quickdraws,5.10,South Area,10,112388877,112174705,-92.40041,38.83282
ffa6b983-5b9d-48cb-9103-a94a70beae46,Baboon (aka Goat's Beard),Marcus floyd,"Great Route. First bolted route, starting at the left side of the South Providence Bluff, which starts with a stem branching across what looks like a baboon face rock feature then follows up an arete to an upper roof. Hiking around the cliff will provide access to top rope anchors if you wish to practice for your red point.",First route at South Providence,Quick draws,5.10,South Area,0,112117820,112174705,-92.40041,38.83282
dff9e5b5-2b0b-40fe-acc1-12c4f7add548,Around Town,Marcus floyd,Steep face leads to an obvious open dihedral below a roof and horizontal crack. Clip the permadraws and traverse right along the crack to the next bolt with chain. Feel free to place a small cam if you like or just dig in and reach for the good holds. Smear and step up right to the small ledge then continue up the seam then left to the rap anchors.,Right of Window of Opportunity and left of Owl Eyes.,Quick draws (small cams and nuts are optional) what ever make you feel better.,5.10c/d,South Area,3,112359193,112174705,-92.40041,38.83282
0c7a2fff-8111-4aac-8c6c-0f8364800664,Alley Cat,Marcus Floyd,"Start with a cam in the bottom crack, then clip the first bolt and climb through the crux, up to the tree and second bolt. Head up left into the drainage, called ""the Alley"", clip the third bolt and continue up to a two bolt belay anchor. This is also the finish bolts for ""Hail of a Traverse.""","Next route right of Baboon, starting below an obvious drainage chute. This is the second route, when approaching from the left.","Mixed Route: Large cam and small cam, or nut, a few quick draws, and belay anchor runners.",5.9-,South Area,1,112329676,112174705,-92.40041,38.83282
613d4ee0-cb6c-4aa0-9289-60a05e268c36,Above My Pay Grade,Marcus Floyd,,Start left of the Fox Trap drainage slab. As a direct start for Fox Trap this line of bolts starts low and 30 ft left of Fox Trap hole. An old fox trap should still be attached to the rap anchors.,Quickdraws and runners,5.12a/b,South Area,18,112388728,112174705,-92.40041,38.83282
1ea445f1-e930-428d-834c-57198791213d,Flaky Crust,unknown,"Start on whatever hands you can reach from the ground, move up using face holds and the crack running up the left side of the face. Sketchy at times with a few hollow holds. Don't fall from the top, the landing's not great.",The downstream face of the Pinnacle. Start middle of the face.,Pads and a spotter. The landing's sloped and it's not huge to begin with.,V1,"Pinnacle, The",0,116522494,112928651,-90.15024,37.56921
5661e6a2-17a7-4083-9800-d2ffc67c0bbd,Morning Stretch,Brandon Tripp,Start matched on the huge ledge in the middle of the face and then work to the right on good crimps towards the top.,In the middle of the warm up wall.,pads,V0,Warm Up Wall,3,113079246,112928397,-90.15062,37.56938
36cd3844-ed3d-4ab8-81fa-8d558007d704,Jump out of Bed,Triston King,Start matched on the ledge with good feet and dyno to the top of the boulder.,"The same start as Morning Stretch, on the big ledge in the middle of the wall.",pads,V1,Warm Up Wall,2,113079286,112928397,-90.15062,37.56938
f729f2ba-0422-46b5-b542-9aaa06f704f1,Alarm Clock,unknown,"Sit start with wide hands, head up using face holds, features, and holds just around the arete. Really nice problem, consistently tough moves and super solid rock except for the slightly hollow rock capping the boulder. The block on the right is off.",The overhanging boulder on the left end of the Warm Up Wall.,Pad.,V3,Warm Up Wall,0,116503418,112928397,-90.15062,37.56938
4492c842-efed-43b9-bedc-5c9c6354e0e8,5,unknown,Climb the face the face on the right end of the warm up wall.,,pads,V1,Warm Up Wall,4,112928454,112928397,-90.15062,37.56938
6e174a28-5bb1-4a93-bdce-9f684226085e,4,unknown,Use hand jams to climb the left leaning crack,In the middle of the warm up wall.,pads,V0,Warm Up Wall,1,112928408,112928397,-90.15062,37.56938
7ed51873-51d9-422e-b05c-3abd1a9f4c56,Pocket Face,unknown,It's a great warm up route or just playing around,,TR anchor set up.,5.10,CM: Reform Rock,1,111110528,111110315,-91.86493,38.79377
4ef1077d-acf7-4c64-a78a-19fd3edcbce9,Bouldering wall,unknown,Great wall to just work out boulder problems and warming up.,,A few pads and spotters,V-easy,CM: Reform Rock,6,111110537,111110315,-91.86493,38.79377
f5c1c297-540a-440c-8b24-7480fc92d9f5,Black Snake,unknown,Run on the Left side of the of the rock Arete by the creek,,Bolts,5.10b,CM: Reform Rock,2,111110522,111110315,-91.86493,38.79377
efc7d00b-e945-4277-a705-6d6caa1896ed,Baptism,unknown,Is a line of bolts on the west side above the creek. the first few moves can toss you in the water.,West side above creek,"Bolts, placed in the early 90's give them a look before clipping.",5.11c,CM: Reform Rock,5,111110337,111110315,-91.86493,38.79377
116456a5-d8ea-4857-af5b-b5345e5959be,Aqua Hilti,unknown,Best way to start is on a boat or rappel down from the top. Watch your gear or Bloop Splash goes the gear.,To the right of Baptism Just above the creek.,Bolts,5.10+,CM: Reform Rock,4,111110476,111110315,-91.86493,38.79377
555f2283-8a75-4412-9273-bcf913c0f710,Beetle Juice,unknown,Can be top roped or climbed on gear.,,Bolts,5.12,CM: Reform Rock,0,111110532,111110315,-91.86493,38.79377
85442e6e-5ddc-4987-aafc-c910fc40d95f,Streaker,Ken Duncan,Thin edges and balance (Watch for possible loose rock down low) lead to mantle move then up a awesome shoot that takes creativity and footwork.,Follow the blue-grey streak between the Bongeater crack and Lamentation.,"Overall well bolted, fixed quickdraw hanging at the crux after mantel move. Bolted anchors up top can also be top roped easily from the left most walkup.",5.12a,"Sport Wall, The",3,108290161,108288775,-92.3775,38.7599
427a01fe-e4c1-48b8-9f2b-0b2acc6dcf64,Sling Shot,unknown,The crux is the upper moves above the ledge midway up.,On the right end of the Sport Wall between Lamentation and JumpShot.,"Well Bolted, anchors with chains up top",5.11a/b,"Sport Wall, The",999999,108291497,108288775,-92.3775,38.7599
c8ab06c5-a9a1-443b-8566-c37fa8e7aebe,Pickled Rope Balogna,Elijah Flenner,Route to the right of Jump Shot.  Powerful and sustained climbing on solid limestone.,,Bolts + Anchor,5.12a,"Sport Wall, The",999999,108299259,108288775,-92.3775,38.7599
fee199cd-5cfb-4412-8de1-42d0ba9fcf65,Steeple,unknown,"Sit start with a loaf pinch and a high-ish right hand in the crack (or lower on a jug). Climb up the two converging cracks. Fairly dirty at the moment, especially up high, but fun movements on pretty good holds. Don't fall from the top.","On the far downstream end of the cliff, where the face turns uphill. The cliff faces downstream where this problem is located.","Pad(s), spotter would be nice in case of injury. Getting back to the parking lot from here isn't trivial.",V1,"Shelf, The",0,116567560,116567540,-90.14886,37.56627
7478f5af-76f9-4275-b47a-55a4e794908e,Show-Me Sunrise,"FFA: Scott Riley, Tod Wilson 6-8-18",Crux is at the technical section between the 3rd and 4th bolt.,"Between Sunset and the Cunt Cave in the New ""Sunlight Area""","4 Bolts, 2 bolt anchor with quick links",5.9+,Sunlight Area,999999,114478704,113847550,-92.37625,38.75672
d97fc771-de2e-450d-a085-950da0a9ee8a,A Wilton Sunset,"FA: Scott Riley (Top Rope Solo 11-11-17)  FFA: Aaron Johnston, Scott Riley 11-18-17","This is a short climb but turned out to be a really fun line.  Start in the body sized V with good holds and good rock.  After clipping the 3rd bolt move right onto the face using bomber but sharp underclings.  Pull the roof using good high feet and a right hand layback in a nice finger crack, smearing the left foot.  Work holds up a slab to the anchors.",Sunlight,5 Bolts and a 2 bolt anchor with Quick Links,5.10d,Sunlight Area,999999,113847563,113847550,-92.37625,38.75672
6ab874c7-4adc-4ef4-b72d-f5af7f63c38a,Wolfsbane,unknown,Climb the big offwidth on the right side of the boulder. Crux is squeezing under the tree at the top.,The right side of the obvious face of the Wereslab boulder.,"A pad, maybe more and a spotter if you're not confident. It's a bit tall.",V0,Wereslab Boulder,1,116536922,116509048,-90.14995,37.56755
df32f3d8-b33c-4b4d-acf9-f3935c973bc5,Lichenthrope,unknown,"The prominent finger crack running up the left side of the tall face. Start on the ground for a bit of extra difficulty, or get a little higher using the rock near the base of the boulder. Go up until you can transition around to the river-facing side of the boulder, and top out on a low angle but lichen-covered slope.",On the left side of the boulder. Look for the finger crack.,"A pad or two, a spotter might be nice.",V1,Wereslab Boulder,0,116509062,116509048,-90.14995,37.56755
9cb8b986-f0fd-405d-81e3-b94fc3d068dc,Lamentation,Kathy and Virgil Davis,After mantle crux fun move to get to the undercling and clip. Then juggy overhanging fun to the anchors! Well bolted and anchors are bomber. To the left of the anchors is an awesome ledge to sit on and take in the river basin.  Some say this is the best 5.9 in Central Missouri.,Wilton Sport Wall,"Well Bolted, can be top roped from fixed anchors, the walk up in to the far left of the cliff line.",5.9,"Sport Wall, The",5,108288887,108288775,-92.3775,38.7599
3443c8e7-8d30-4b7d-b84f-e8d4e084eb1e,Jump Shot,unknown,In between Sling Shot and Pickled Rope Balogna.  Thin face climb that leads to a section where a undercling once existed. You have to jump.,,Bolts + Anchor,5.11b/c,"Sport Wall, The",999999,108299251,108288775,-92.3775,38.7599
7e7b7755-deed-484c-a162-f398f94cd877,Genesis,"Scott Riley, David McGee (11-29-16)",Work some left flakes and ledges with a crux topout pulling over a bulge to a standing ledge. Well Protected but watch for some loose rock.  As with all Missouri routes it will get better and cleaner with traffic.,On the North Sport Wall Buttress between Bongeater and Corazon Nuevo.,"5 Draws, 2 Bolt Anchor with quick links for lowering/rapping.",5.9,"Sport Wall, The",999999,112359449,108288775,-92.3775,38.7599
22737420-2907-4ba3-bef3-e1fb941680e4,Ezekiel,unknown,Just right of Lamentations. Some intricate face moves on bomber limestone appeared below a few chossy flakes that were pulled off. A little run out above the second bolt (head up and left) on questionable rock.,Start 10 feet right of Lamentations,7 bolts. 2 bolt anchor,5.11b/c,"Sport Wall, The",2,110428603,108288775,-92.3775,38.7599
17a9342b-456b-42e7-a7fa-9ff32cb13c13,Corazon Nuevo,Scott Riley,Interesting moderate and steep climbing leads to a small cave (that an owl occasionally hangs out in). From the cave head left and then up to a heart-shaped pocket before traversing back right under the roof.,In between bongeater and streaker,7 bolts and 2 bolt anchor,5.11b,"Sport Wall, The",1,110428631,108288775,-92.3775,38.7599
3bc291dd-49b1-479f-b6a6-08119f02f7a1,Bradley Variation,Ryan Bradley,"This route seems like it was a work in progress and never completely bolted.  Even if viewed as a mixed route the few and far between gear placements make this one a Top Rope classic.  With a blank 12 foot section, most parties start the route proper low and traverse right to make the Lamentation mantel move then traverse back left to finish the spectacular finish around the left side of the roof, fun moves up top with some some exposed great positioning out above the Missouri River basin.",The Sport Wall,"Some bolts, but the traversing nature of the route set this one up to be a good top rope.  The walk up is left around the end of the bluff line",5.9,"Sport Wall, The",4,108289061,108288775,-92.3775,38.7599
be0a28a9-51a5-4d30-abe9-f035fc2bef21,Bongeater,"Dave Craigmile and Tom Evans  First Lead, Ken Duncan",,,1 fixed bong that has been there since the first attempt is in the middle of the route. nThis route is best top roped for the poor protection and some loose rock up top.  The walk up is to the far left of the Wilton bluff line,5.9+,"Sport Wall, The",0,108290135,108288775,-92.3775,38.7599
8a141eaa-641b-4e77-abf2-30754d1a3669,White Courage,Marcus Floyd,Crux tends to be the head game. Dig deep and just get yourself some more of that white courage from your chalk bag.,Route is 50 feet to the left of Gold Nugget. See photo for more details.,Sport with fixed rap anchors.,5.10a,Providence Main Wall,8,111467482,112174697,-92.40306,38.83528
5fbff26c-ad6f-46ec-b477-6d2be54e5420,What's Up,Marcus Floyd,Crux is moving up onto the upper ledge.,"Same general start as What's Left, then continue straight up.","Mixed (if needed), few bolts then fixed rap anchors above the upper mantle ledge.",5.8+,Providence Main Wall,4,111467305,112174697,-92.40306,38.83528
daad0a7e-3639-48f6-aa92-007f39f52844,What's Left,Marcus Floyd,Crux is on the middle steep slab face. Note that this area is new and will have a greater chance of potential loose rock.,Left side trad slab area.,"Mixed, several draws then a few cam or nut placements before reaching the fixed rap anchors.",5.8-,Providence Main Wall,3,111467183,112174697,-92.40306,38.83528
e00e6daa-d331-480d-9c33-d6ff8234cc38,Texas Two Step,unknown,Great beginner traditional lead!,Far left (north) side of Providence Main Bluff.,Standard Rack recommended with fixed rap anchors.,5.3,Providence Main Wall,0,111467137,112174697,-92.40306,38.83528
49b87f2e-47a1-4f16-a55e-c5c6feecf03e,Step by Step,Marcus Floyd,Crux is around the first bolt but is designed for beginners learning to lead and set up rap station.,"Climb the lower slab, just right of Ancient Sea Friends, to the two rap anchors. repeat as needed.",Draws and rap gear for anchors,5.4,Providence Main Wall,22,111467679,112174697,-92.40306,38.83528
719152b1-ac29-413c-ae64-6fb46f2dfe3a,Slimestone Cowboy,unknown,"This is the first bolted line to the right of ProvidenceCrack. Sustained climbing with the crux coming at the end. If you are at this cliff and think you might be able to get up a 5.12, you should get on this climb. Might be the best climb at the cliff.",first bolted line right of providence crack,bolts to anchors,5.12b,Providence Main Wall,16,106297157,112174697,-92.40306,38.83528
8f71a247-c005-44ee-8b9d-05d4028ac1bd,Return to Sender,Marcus Floyd,"Three different route sections divide this route visualy into what can be descriped as bottom, middle and top crux transitions. The bottom crux is a balancy moderate layback, while the steep, middle buldge crux requires the use of an assortment of pockets, pinches, crimpers and slopers to gain the next secure jug. This middle crux can be bypassed by moving right a couple steps and climbing around using bigger holds. The top crux section forces fancy foot work and attetion to the little details while managing the left-facing edge.","Just right of ""Slimestone Cowboy"" and left of ""Next Time Send A Card,"" RETURN TO SENDER follows a relatively straight line of bolts up to the middle roof buldge then flows back right towards Next Time Send A Card rap anchors.","Seven or eight quickdraws, then a couple runnrs for the use fo shared rap anchors with the route ""Next Time Send A Card."" The last two bolts have perma-draws to lower off of, in case someone is currently climbing the other route.",5.12a/b,Providence Main Wall,17,112293458,112174697,-92.40306,38.83528
1df85ae8-07e2-41dd-b479-acd6eac71643,Regurgitated Bird,Kevin Capps 2010,A thin sequence down low leads to long powerful moves up high. Harder for shorter people. Three star movement and one star rock quality. Be careful in the spring.,On the far right hand side of the buttress; last route on the right.,Five bolts to a two bolt anchor. One bolt is a fixed chain.,5.10d,Providence Main Wall,24,106905218,112174697,-92.40306,38.83528
3ac9b0b7-90cf-4353-b1ab-5e0b7185bdc6,Providence Crack,unknown,"This climb follows the obvious crack up the middle of the face, and is one of the classics in the Columbia area. Start with a wide chimney, then grovel into an offwidth section. Bring large cams to protect this part. After the offwidth, continue climbing up a good and easy-to-protect hand crack until you get to a small roof, and the crack becomes more of a water groove. Place all the tricams you own on a shelf under the roof, then gun for the top. The crux occurs right when your feet get to the last piece of gear, but the runout after the crux is easy. This is a well-protected climb, but if you are not comfortable at 5.10, then there may be some major air time at the crux.",large crack in middle of bluff,"tricams, large cams (black diamond 2 and up)",5.10+,Providence Main Wall,15,106297152,112174697,-92.40306,38.83528
8ff93de8-75dd-4b86-b157-2f6dda3cbf5a,Prospector Traverse,Marcus Floyd,"Prospector Traverse starts on My First Rodeo then heads right, following a crack traverse under the upper mantle ledge. Continue right to the rap anchors on White Courage.",Left side trad slab area.,Standard rack with cams to fixed rap anchors.,5.9+,Providence Main Wall,7,111467349,112174697,-92.40306,38.83528
d6b29a13-2b6b-47c9-8de0-7bd563550ecf,Prospector,Marcus Floyd,Start up slab with loose rock to solid vertical face. High Banker heads straight up so continue moving up right to climb the right side of the upper ledge then continue up to the rap anchors.,Left side trad slab area. See pic for route line.,Sport to fixed rap anchors.,5.9,Providence Main Wall,6,111467335,112174697,-92.40306,38.83528
921b10f2-d949-495e-8d1e-c58c8b2a00cb,Prohibition,Jim Karpowicz,"This climb is the bolted climb left of ProvidenceCrack,? and was put up by the route artist, Jim Karpowicz. Climb up past two bolts to a crack in a right-facing dihedral. Protect the crack, then go right back onto the face to an undercling and a hard clip from the undercling. After getting the clip, pull a well-protected crux, then run it out to the top. The bottom offers some attention-getting moves, and the protection in the dihedral is probably good, but there is a good chance it would get tested if the leader is not comfortable at 5.10.",first bolted route left of providence crack,"Gear: despite 3 bolts, this route can take a variety of gear. i (btw) advise that you take mid-large wires for the dihedral, and a couple of cams in the thin-hands to wide-hands range for the shelf.",5.11a,Providence Main Wall,14,106297148,112174697,-92.40306,38.83528
9afffe91-64e2-4959-a090-633935afc275,Nice Stems,James Dolph,"oute starts at the tip of the buttress about 50 feet to the right of Providence Crack. Climb the slab, spine to the right, then up to the giant wedge missing from the face. stem and finger crack then stick the hold on the left of the roof. swing out, partial mantel, backstep stem, work up to the top. crux moves at the top.",50 feet right of providence crack,"Top rope natural anchors, trees, with 30 foot webbing. CAUTION, first ledge and backstep stemming at the crux has loose rock.",5.10a,Providence Main Wall,999999,106297165,112174697,-92.40306,38.83528
08fec36e-b450-422b-aa33-2b9083ebeda2,"Next Time, Send a Card",unknown,"The hardest climbing is at the roof, but the upper corner contains some non-obvious and very interesting climbing.",2 routes to the right of providence crack,"This route starts thirty feet right of providence crack, pulling a small roof on its way towards a right facing corner. It follows seven bolts to a two-bolt anchor. This well-protected line is a perfect beginners route with lots of easy climbing and prono",5.11a,Providence Main Wall,18,106297161,112174697,-92.40306,38.83528
ed233584-d0c2-422d-a66c-52e69d225763,My First Rodeo,unknown,Part of the left side trad ramp area. Great for a beginner traditional lead.,Left side of Providence main bluff,"Standard rack recommended, fixed rap anchors",5.4,Providence Main Wall,1,111467147,112174697,-92.40306,38.83528
bef0bb09-a869-4c96-8ead-ca144209f70b,Moon Shine,unknown,"The crux is obvious and requires some power, a Few good smears and a lay back on a sloper. Looking forward to your comments. Three routes utilize the same start on BOTH GET HARD ON TOP: Gold Nugget (left), Fist of Gold (center), and Moon Shine (right)","First line of bolts just 10 feet right of Gold Nugget, utilizing the same start as Both Get Hard On Top, then following bolts right and up a short, rounded, roof arete.",Sport climb with Rap anchors,5.12,Providence Main Wall,12,111465634,112174697,-92.40306,38.83528
829c083d-82d6-418b-b8b6-8245d91a17d4,High Banker,Marcus Floyd,Crux is upper mantle.,Head up the same lower start then move right and up to a couple bolts on face. Continue straight up over small roof on to mantle ledge. Fixed anchors are up and right.,,5.10a/b,Providence Main Wall,5,111467318,112174697,-92.40306,38.83528
2421d2aa-0263-4035-b708-84eb18859688,Gold Nugget,Marcus Floyd,,"These routes are 15 meters left of the obvious, classic Providence Crack. Just left, at the top of root ladder approach trail, a ripple slab bulge fades to a vertical face just pasted a softball sized pocket. Look for steep, ""holy****"" provoking double overhang!",8 bolts + Rap Anchors,5.12c,Providence Main Wall,9,107392969,112174697,-92.40306,38.83528
aca4862a-371b-45af-9be6-7915c1bd0a04,Fright Flight,"Marcus Floyd, Brandt Parker","Several different crux sections provide different challenges, from a solid dead-point move,on the vertical face, to the use of slopers, while managing the small roofs, this route provides a bit of fun variety.","FRIGHT FLIGHT follows a straight line of bolts just right of ""Next Time Send A Card"" and just left of ""Edge of Darkness."" Feel free to use the first bolt on either of the two routes to begin your ascent.",Seven or eight quickdraws plus a couple long runners to secure yourself at the two bolt chain rap anchor. 50M rope works just fine.,5.11b,Providence Main Wall,19,112293437,112174697,-92.40306,38.83528
fdde8531-9290-49ab-bdef-e1aedec7400a,Fist of Gold,Marcus Floyd,,"45' (15M) left of Providence Crack, climb GOLD NUGGET though the crux and clip bolt on the right, just below the upper flake. Continue out right and up balance moves to the rap anchors.",6 bolts + Rap Anchors,5.12c/d,Providence Main Wall,11,107409832,112174697,-92.40306,38.83528
f95cc034-b7fa-4d11-9592-3a5a42c74af4,Edge of Darkness,Marcus Floyd,Several crux point fall along this line. The first is a couple moves after pulling onto the steep middle section. The next crux is at the second small upper roof. The route follows a line dividing the light and dark rock.,Just left of Ancient Sea Friends.,Sport then fixed rap anchors.,5.12,Providence Main Wall,20,111467537,112174697,-92.40306,38.83528
0dd9cb1c-7974-4c3d-9a96-f4567683ebd0,Distillery Edge,Marcus Floyd,"This line follows pockets up a steep face to an upper right arete, then finishes with a slab traverse left to a flake and rap anchors.",First route left of Prohibition and shares the same start and bolt. Immediately head up and left to follow Distillery bolt line.,Sport to fixed rap anchors.,5.11,Providence Main Wall,13,111467509,112174697,-92.40306,38.83528
d4661fb4-7fd9-4c74-8d3c-d0a488371596,Calling All Pro,Marcus Floyd,Great for top roping. Route better left to experienced leaders if you are considering the trad option.,"Just right of My First Rodeo, left side of main bluff.","Standard rack, fixed rap anchors.",5.6,Providence Main Wall,2,111467160,112174697,-92.40306,38.83528
778d9a54-afcd-4813-80fb-7c12674bffbb,Both Get Hard On Top,Marcus Floyd,"Both Get Hard On Top (11a) is the first 45 feet (15M) of Gold Nugget. Climb the slab up to the vertical face where a pocket allows for the second clip before engaging the balancy transitions before and after the third bolt. Once you gain the ""self of gold"", move left and hug the ""Gold Nugget""! Great holds provide an easy reach up to a large pocket from which the last bolt can be clipped to complete and lower from ""Both Get Hard On Top"", avoiding the hard crux sequence of Gold Nugget 12+.",45ft (15M) left of Providence Crack,5 QD (please leave permanent chain draw),5.10c/d,Providence Main Wall,10,107410859,112174697,-92.40306,38.83528
4ccc8998-547d-4bb2-972a-b2f72f199b2e,Bootlegger,Marcus Floyd,"Bootlegger is a great combination of slab, layback crack, face, and roof moves. The crux is in the roof section after the face traverse.",Start this line following a thin slab seem to the upper face. Line starts 20 feet right of Step by Step.,"Quick draws, feel free to take a cam for the flake, end at rap anchors",5.12,Providence Main Wall,23,111467688,112174697,-92.40306,38.83528
ec6defd9-8d36-4927-968d-b218d626e14d,Ancient Sea Friends,"Lead on gear by Ben Williams, Equipped by Kevin Capps","Climb the easy warm up slab, do some stretches on the ledge, and then wedge yourself in the dihedrel and get ready to hang on for the next 20 feet.  The crux is very balancy and you will know it when you come to it!","look for the giant dihedrel. just right of next time, send a card",6 bolts and 2 bolt anchor,5.11a,Providence Main Wall,21,107016630,112174697,-92.40306,38.83528
c87a2641-0942-4cf0-93b5-c3e6c7962784,Turtle Head,Marcus Floyd,"Climb the lower slab up and left to the base of an arete, then follow it up to the Turtle Head roof crux. Climb with confidence, for all the clipping point provide at least one good hand hold and stable foot holds. The last section follows the classic Missouri feel so pull over the buldge lip and stand next the the rap anchors to finish.",Look at the photo and then find the first bolt while exploring the Turtle Wall.,Sport with rap anchors,5.9,Turtle Wall,0,111467836,112174749,-92.41513,38.84593
02880481-1725-4156-9ccc-b8a4ea4bd559,Wabbitt Season,unknown,15 yards left of Karp Tool. Pass two bolts to an anchor on the ledge. Several TR variations can be done. Could use some more cleaning.,20 ft left of Karp Tool,2 bolts. 2 bolt anchor,5.5,Battress Area,2,110428205,112174688,-92.41251,38.84356
4da02913-6658-4406-8ddc-66e2edfcca1b,St. Stephen,Erik Kowalczyk,,15 ft. Left of Karp Tool. Shares first bolt with Karp Tool.,"6 bolts, 2 bolt anchor. Bring a few runners to avoid rope drag.",5.10+,Battress Area,3,111921807,112174688,-92.41251,38.84356
c13e0cf9-af99-4859-bc41-41b4533b67f7,The Big Wobble,unknown,"Starting up the flake/crack, climb directly up the tall and occasionally sharp face. The hardest moves come down low. PG13 is for the combination of height and condition: the problem is currently in a fairly uncleaned state, with moss, lichen, and some crumbly rock, although the rock up higher seems fairly stable. Holds could definitely pop, though, and I won't rule out larger blocks coming down too. Over time it should clean up alright. Please take it seriously for a V1, even if the technical difficulty isn't too high off the deck.",Near the downstream edge of the Scattershot area. Follow alongside the river until you reach a few sections of cliff. The Big Wobble faces the river.,Pad(s) and a spotter.,V1,Scattershot Area,0,116553997,116553974,-90.14904,37.5671
7b6e2c7d-a735-47bb-bc81-5ffaa72ef49e,In 5/4 time,unknown,"Sit start matched on the jug block. Move up using the corner feature straight up and various holds out left. Flexible hips are a plus. The difficulty comes down low, but don't slip on the topout slab. Probably on the tough end of V2, but with some cool, if occasionally bizarre, moves (there may be an easier way than how I did it, though).",Facing uphill on the downstream side of the boulder.,Pad.,V2,Jazz Boulder,2,116584395,116584378,-90.14925,37.56648
af5824d1-f681-4b48-a1d6-0d6789e1a225,Inspiration,unknown,Lower crux is protected by a single bolt. Sew in as many pieces as you can on your way up this rippling slab.,"Use the Spire approach trail. Start below the large, left facing dihedral and single bolt on the face. No rap anchors on top. Down climb the back of the Spire while your still on belay is recommended.",Quick draws and standard rack (Lower bolt on the face needs replacement),5.9+,"Spire, The",0,112366259,112337955,-92.40871,38.84053
2c4b0553-6d7b-492d-95ca-4cd33c24060c,Find Your Funk,unknown,,"Upstream side of the Jazz boulder, starts middle-right of the face and moves left and up.",Pad.,V3-4,Jazz Boulder,0,116661332,116584378,-90.14925,37.56648
d55e75fa-52ab-4a07-855d-f80f1903d0d6,Squeaker,unknown,A fun and safe route with a couple of interesting cruxes. Look out for the squeakers that like to tickle your fingers in the layback crack on the headwall.,First bolted line to the right of Battress Crack,6 bolts. 2 bolt anchor,5.10a,Battress Area,10,110428142,112174688,-92.41251,38.84356
3c3227eb-1b39-44d5-993d-d2fcce424310,Smells Like Bat Spirit,unknown,,10 feet left of Murciélago,5 bolts. 2 bolt anchor,5.11b,Battress Area,13,110428111,112174688,-92.41251,38.84356
362e7162-6412-49e7-8c81-88645444a34a,Simple Math,unknown,"15 yards left of the 3rd class walk up, a large cave is located 20 feet off of the ground. This exciting line ascends the rounded, overhanging arete on the left side of the cave. Maneuver over the starting bulge using the pancake flakes and then head up and right into the mouth of the cave. Enjoy the surprisingly moderate arete until being forced out onto the face for the powerful finishing moves.",15 yards left of the 3rd class walk up,5 bolts 2 bolt anchor,5.11b,Battress Area,6,110428187,112174688,-92.41251,38.84356
7131e096-eae4-47bf-bdbb-580fe4c3128b,Groove,unknown,Mellow layback on a juggy flake feature. Really nice movement.,The stream-facing side of the Jazz boulder. Look for the corner feature.,"Pad, spotter if you're unsure.",V0,Jazz Boulder,1,116661362,116584378,-90.14925,37.56648
6d190958-3ecd-4cb6-a7a7-707e01bda96b,Send Cleaning Bill,Marcus Floyd,"This line is an extension of Rabbit Season, which starts as a 5.5 slab leading past two bolts to an optional rap anchor. From that point continue up past a few more bolts, flakes, jugs, and then the last ledge to gain a second set of rap anchors. Great route to practice easy multi-pitch rope work. Also a great line to wear a helmet while climbing. A band of chert divides the route, making a line above the first set of rap anchors.","Second route left of Karp Tool, start on Rabbit Season.",Quick draws and runners,5.8+,Battress Area,1,112506536,112174688,-92.41251,38.84356
f1cd05b5-3540-4736-a4f0-54148ac004d2,On Deck,Marcus Floyd,,This route starts at the second line of bolts to the right of the Battress Crack. Climb up 10 to 15 feet then traverse left a few steps and continue up into the left facing dihedral structure. Pull up onto the upper face by either moving straight up or by angling up and left. You make the choice. Original ascent line continues straight above the last bolt.,Permadraws provided. Take a rappel device to reduce wear on rap anchors. The forth bolt on this line was moved slightly right during the upgrade.,5.9+,Battress Area,11,112120639,112174688,-92.41251,38.84356
